# seed  cv_score  training_mse  validation_mse  training_time(s)
7.767000000000000000e+03 4.232071552839217432e+00 4.275193458093009546e+00 5.249080281608128118e+00 4.564211368560791016e-01
7.176000000000000000e+03 4.234635480858917056e+00 4.212184488485177347e+00 5.169426540770669654e+00 5.853297710418701172e-01
9.448000000000000000e+03 4.235800164272236046e+00 4.311912243502995068e+00 5.294223156115139162e+00 4.606385231018066406e-01
8.661000000000000000e+03 4.238586203220991777e+00 4.260973511220642607e+00 5.228827049268728544e+00 4.464137554168701172e-01
5.520000000000000000e+03 4.241029880547561248e+00 4.319451383178026127e+00 5.298309792695168774e+00 5.557365417480468750e-01
7.944000000000000000e+03 4.243042275821307996e+00 4.190991872203928104e+00 5.149920545626908819e+00 5.729446411132812500e-01
8.733000000000000000e+03 4.245487313845641708e+00 4.232373977683137056e+00 5.196106580845230916e+00 4.498114585876464844e-01
7.273000000000000000e+03 4.246242138464301874e+00 4.260365133435144891e+00 5.236385389871556661e+00 6.883935928344726562e-01
1.348000000000000000e+03 4.247179307811279614e+00 4.261334537173569359e+00 5.237991250226156303e+00 7.670085430145263672e-01
5.955000000000000000e+03 4.249175253717148770e+00 4.291943002083807635e+00 5.242089585022419840e+00 5.731785297393798828e-01
3.097000000000000000e+03 4.251825948982675740e+00 4.139966345599679798e+00 5.072032277354160179e+00 3.337824344635009766e-01
1.429000000000000000e+03 4.254071856811988184e+00 4.255727875177000463e+00 5.230236359056144479e+00 4.315233230590820312e-01
2.886000000000000000e+03 4.254153478749601369e+00 4.256951214346994306e+00 5.213988848048378699e+00 6.797459125518798828e-01
4.588000000000000000e+03 4.255060916255049008e+00 4.261051473774226217e+00 5.237779227603891030e+00 6.825928688049316406e-01
6.196000000000000000e+03 4.255246678821563933e+00 4.326726514860886219e+00 5.308459542648950702e+00 4.694919586181640625e-01
5.840000000000000000e+03 4.256116689295347477e+00 4.244427375805295277e+00 5.218207341516397868e+00 5.798921585083007812e-01
9.057000000000000000e+03 4.256468133982302504e+00 4.227322065382622895e+00 5.200003410076578625e+00 3.182318210601806641e-01
6.388000000000000000e+03 4.258016806205544569e+00 4.332270103215709156e+00 5.316751518930685982e+00 3.511910438537597656e-01
9.525000000000000000e+03 4.258391956447799664e+00 4.276070074674191979e+00 5.255092297826509551e+00 4.583179950714111328e-01
7.340000000000000000e+02 4.260275040314289718e+00 4.272236164553206095e+00 5.250107570860174988e+00 5.702159404754638672e-01
5.098000000000000000e+03 4.261752919554322006e+00 4.241731457857450316e+00 5.216028489800588197e+00 5.807192325592041016e-01
4.310000000000000000e+02 4.262120807752592277e+00 4.244381598387528598e+00 5.218870024240357175e+00 6.799244880676269531e-01
6.907000000000000000e+03 4.262786104355816619e+00 4.200492219321624532e+00 5.151843354234074468e+00 4.386227130889892578e-01
8.481000000000000000e+03 4.263442931980817363e+00 4.275162718514310178e+00 5.253300922618989510e+00 4.252760410308837891e-01
5.793000000000000000e+03 4.264614482558582331e+00 4.250573439321613023e+00 5.199437474072743370e+00 6.933057308197021484e-01
8.870000000000000000e+03 4.266846704083505415e+00 4.148974773115555514e+00 5.106329750941383416e+00 3.335433006286621094e-01
3.605000000000000000e+03 4.269895889752249651e+00 4.280738748776865776e+00 5.258901167468976290e+00 5.795760154724121094e-01
6.949000000000000000e+03 4.270695937591794333e+00 4.250677685090486158e+00 5.221615763987450975e+00 4.619350433349609375e-01
7.477000000000000000e+03 4.272061294215959926e+00 4.261799680197904117e+00 5.237779239829555067e+00 4.422497749328613281e-01
8.417000000000000000e+03 4.273354554656799031e+00 4.232018595666987792e+00 5.186755046319110996e+00 5.717248916625976562e-01
2.725000000000000000e+03 4.273995924475018526e+00 4.261106447227121841e+00 5.236971070876791146e+00 4.547121524810791016e-01
7.332000000000000000e+03 4.275213387986489089e+00 4.317350436213568621e+00 5.295558244280142546e+00 4.676845073699951172e-01
8.313000000000000000e+03 4.275345616602815646e+00 4.272598618672605042e+00 5.248623062973484465e+00 3.301174640655517578e-01
1.509000000000000000e+03 4.277336009080146439e+00 4.337832269603604018e+00 5.322021731733693528e+00 4.459433555603027344e-01
6.940000000000000000e+02 4.282102447669502432e+00 4.235526233262685736e+00 5.201608100563588799e+00 5.763795375823974609e-01
9.308000000000000000e+03 4.283062068756288809e+00 4.202095960522470364e+00 5.170554072221904107e+00 3.447339534759521484e-01
1.689000000000000000e+03 4.286675124263372716e+00 4.330110523482789908e+00 5.314234217226188939e+00 4.587519168853759766e-01
8.257000000000000000e+03 4.289296493164735935e+00 4.252711821596848019e+00 5.200741296633760946e+00 4.512264728546142578e-01
2.894000000000000000e+03 4.290349693224843719e+00 4.272775886003152834e+00 5.249244864424809975e+00 3.384158611297607422e-01
4.217000000000000000e+03 4.291817500761849757e+00 4.229439746526495902e+00 5.202787789537409502e+00 4.613699913024902344e-01
4.464000000000000000e+03 4.292240215297447037e+00 4.235281593177408155e+00 5.197447022708373332e+00 4.322855472564697266e-01
7.407000000000000000e+03 4.292812854659609378e+00 4.231550443103995640e+00 5.198492519948581858e+00 4.717841148376464844e-01
8.194000000000000000e+03 4.295455935103865031e+00 4.338082128765291756e+00 5.319887885548063799e+00 4.483067989349365234e-01
1.393000000000000000e+03 4.299059407804765698e+00 4.322913558514029475e+00 5.304234612257695325e+00 5.710353851318359375e-01
6.391000000000000000e+03 4.299162015475152643e+00 4.383267514605140747e+00 5.365428765813663681e+00 3.388292789459228516e-01
4.880000000000000000e+03 4.300592578509657926e+00 4.308014340583272705e+00 5.289859570991781723e+00 7.688148021697998047e-01
6.373000000000000000e+03 4.306371021019009149e+00 4.415929160776525642e+00 5.408788456343502027e+00 4.350402355194091797e-01
3.163000000000000000e+03 4.306616803666766913e+00 4.375333217411301767e+00 5.364403906103825115e+00 4.396812915802001953e-01
3.946000000000000000e+03 4.306782549565257412e+00 4.379708996333247839e+00 5.369518111721204967e+00 4.310817718505859375e-01
1.057000000000000000e+03 4.309369151285094901e+00 4.332048282185456678e+00 5.313423257377836606e+00 3.267788887023925781e-01
7.973000000000000000e+03 4.309525781715569437e+00 4.366553663905681226e+00 5.353435436516042145e+00 5.803613662719726562e-01
7.515000000000000000e+03 4.312831968218059586e+00 4.219251816671806488e+00 5.193434539250810111e+00 3.298180103302001953e-01
4.990000000000000000e+02 4.313462702753026790e+00 4.397651790681599060e+00 5.389134477915249022e+00 5.617823600769042969e-01
3.817000000000000000e+03 4.316856194148135373e+00 4.329130629656561702e+00 5.312567590246158211e+00 4.656190872192382812e-01
8.845000000000000000e+03 4.317692651684334137e+00 4.336065379001337483e+00 5.320961726435759154e+00 4.605820178985595703e-01
6.696000000000000000e+03 4.318945297430232699e+00 4.257284016641311730e+00 5.232590510191013067e+00 3.292109966278076172e-01
6.648000000000000000e+03 4.320879694661090120e+00 4.378699306981490125e+00 5.366421122454578807e+00 4.549171924591064453e-01
8.102000000000000000e+03 4.322832448616037659e+00 4.358894416708127828e+00 5.341254991260068863e+00 4.636852741241455078e-01
8.854000000000000000e+03 4.326575122493776071e+00 4.336209317912497418e+00 5.321115052711394178e+00 4.645876884460449219e-01
8.000000000000000000e+00 4.330644222622582973e+00 4.309258876507647607e+00 5.281281503384614773e+00 4.660329818725585938e-01
3.221000000000000000e+03 4.330791625949030887e+00 4.343028569918220505e+00 5.328029778321049292e+00 5.739352703094482422e-01
3.426000000000000000e+03 4.331004217452396610e+00 4.326404269573118633e+00 5.310350935388070681e+00 4.693462848663330078e-01
4.820000000000000000e+03 4.333506315556482136e+00 4.409208323557081144e+00 5.400682008257065014e+00 3.276224136352539062e-01
7.480000000000000000e+03 4.337785741527180328e+00 4.199579024059997501e+00 5.168848001540664150e+00 4.597690105438232422e-01
1.310000000000000000e+02 4.341430872563323717e+00 4.312386066981781063e+00 5.294048442987886460e+00 4.722039699554443359e-01
1.309000000000000000e+03 4.346043011245255272e+00 4.282552057544231516e+00 5.244839555738995962e+00 4.351239204406738281e-01
3.614000000000000000e+03 4.347692930225369068e+00 4.212980545878469485e+00 5.157022563455949005e+00 3.266026973724365234e-01
1.790000000000000000e+03 4.357925102816867735e+00 4.199903791653311735e+00 5.169499580055080479e+00 4.547889232635498047e-01
9.542000000000000000e+03 4.360465646393126171e+00 4.114100234982151605e+00 5.076297821381590580e+00 3.238646984100341797e-01
6.902000000000000000e+03 4.361856554360644900e+00 4.316339757256055343e+00 5.298908747022733401e+00 5.745742321014404297e-01
9.288000000000000000e+03 4.362548868384722667e+00 4.375509045366309913e+00 5.363532147059265398e+00 3.254499435424804688e-01
6.873000000000000000e+03 4.363147194697761577e+00 4.240790896493177975e+00 5.214826925466727658e+00 5.756561756134033203e-01
1.890000000000000000e+03 4.367112600564155400e+00 4.448085489749577626e+00 5.444419708702951333e+00 3.416295051574707031e-01
